source_pdf,상품명,브랜드명,상세_카테고리명,의류종류,가격,소재,케어방법,사이즈,사이즈_상세,색상,이미지_무드,이미지_톤,이미지_배경,사진_구성,모델_특징,제품_특징,브랜드_평,이미지_요약
여성_의류/15_3619090.pdf,"BOUCLE LOGO PATCHED WOOL JACKET, BUTTER YELLOW",5차 리오더,여성_의류,,37800,,,,"D FIT PENDANT SINGL... [29CM 단독][3차 리오더] HAIRY W... [장희령,유주 착용]부클 싱글 자켓_T2... 레이어 알파카 자켓
10%196,200 35%161,850 30%195,300 318,000
무료배송
눈여겨봐야 할 브랜드
선물하기 구매하기

야오 아닐로 아로마티카 오드타입
헤어브러쉬 스칼프케어라운드(브런트... [Gift] 블랙티 너리싱 2종 세트 플로럴 퍼퓸 핸드크림 30ML (4종 중 ... 언씬 벌룬 틴트 16
34%10,430 10%54,000 35%8,390 27%15,980
리뷰(16)
더보기
+10
BUTTER YELLOW
나와 비슷한 체형(16) 체형별
dbw****** 2025.12.13
옵션 : [컬러]BUTTER YELLOW [사이즈]S
체형 : 162cm, 53kg
사이즈 : 잘 맞아요
와 진짜 대만족이요..버터코트에서 버터자켓 등 버터색깔 꽂혀서 실패하고 다시 산 자켓인데..생각보다 가볍고 ...
son********* 2025.11.13
옵션 : [컬러]BUTTER YELLOW [사이즈]M
체형 : 156","BUTTER,YELLOW",,,,,,,,
여성_의류/16_3544299.pdf,[5차] FINE WOOL HANDEMADE COAT [MELANGE GRAY],[5차] FINE WOOL HANDEMADE COAT [MELANGE GRAY],여성_의류,,59700,,,Free,"COAT_... 더블 브레스티드 오
62%172,210 458,000 40%239,400 50%297,110
쿠폰 쿠폰
눈여겨봐야 할 브랜드
야오 아닐로 아로마티카 오드타입
헤어브러쉬 스칼프케어라운드(브런트... [Gift] 블랙티 너리싱 2종 세트 플로럴 퍼퓸 핸드크림 30ML (4종 중 ... 언씬 벌룬 틴트 16
34%10,430 10%54,000 35%8,390 27%15,980
리뷰(12)
품절

더보기
+9
MELANGE GRAY
나와 비슷한 체형(12) 체형별
nob********* 2026.01.21
옵션 : [COLOR]MELANGE GRAY [SIZE]FREE
체형 : 160cm, 60kg
사이즈 : 잘 맞아요
예뻐요 ㅠㅠ 블랙도 만들어 주셨으면..😵‍💫🖤 핏도 원단도 너무 좋습니다~! 다만, 마감까지는 아니고 실밥이 눈...
ink******* 2025.11.25
옵션 : [COLOR]MELANGE GRAY [SIZE]FREE
체형 : 160cm, 50kg
사이즈 : 잘 맞아요
부들부들한 코트 느낌 넘 저아여ㅠㅠ..고민 많이 하고 샀는데 고민은 구매","MELANGE,GRAY",,,,,,,,
여성_의류/16_3578717.pdf,피치헤이즈 극세사 수면 가운 단품,uni,여성_의류,,62500,,,Free,"& 핏
여자
착용 모델사이즈 : 173cm / 52kg
선물하기 구매하기
착용 사이즈 : FREE+L

디테일 핏 : 적당
남자
착용 모델사이즈 : 184cm / 67kg
착용 사이즈 : XL+XL
디테일 핏 : 적당
로브 BEST 더보기
티세르 오프아워 오브제 코즈넉 위글위글
[uni] 피치헤이즈 극세사 수면 가운 단품 [29CM 단독] (w) 르블랑 스트라이프 로브 오즈 여성 후리스 로브 가운 잠옷 파자마 ... 라운지 로
63%23,310 46%54,060 21%48,900 16%9
쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 조건부 무
추천 상품 더보기
티에스에이치 코즈넉 티에스에이치 티에스에이치
베리 리버서블 로브 2colors 오즈 여성 후리스 로브 가운 잠옷 파자... 테이크 코튼 로브 - 네이비 멜로우 극세사 로브
34%59,420 21%48,900 25%59,900 14%59,900
쿠폰
눈여겨봐야 할 브랜드
선물하기 구매하기

이니스프리 지비에이치 야오 야오
레티놀 PDRN 앰플 겔 마스크 [선물포장] 핸드 워시 & 핸드 로션 기... 헤어브러쉬 우드라",Bongusta,,,,,,,,
여성_의류/17_2978913.pdf,(11차 리오더) Alpaca blend half coat_camel,NOKSEOP 20K,여성_의류,,339000,,,,"]SMALL
체형 : 162cm, 50kg
사이즈 : 잘 맞아요
결혼식 때는 단정하게, 일상룩에서는 또 캐쥬얼 하게 다양한 분위기를 내기 좋은 옷이에요. 이리저리 코디하다 ...
nsy******* 2026.01.04
옵션 : [SIZE]MEDIUM
체형 : 173cm, 57kg
사이즈 : 잘 맞아요
몇년간 코트는 사지도 않았는데 눈에 확띄어서 안살수가 없었어요 키가 173이거든요 키로 인해서 M사이즈 샀...
yer** 2026.01.01
옵션 : [SIZE]SMALL
체형 : 160cm, 48kg
사이즈 : 잘 맞아요
저처럼 사이즈 고민하시는 분들을 위한 자세한 리뷰✨ 160/48 에게 S사이즈 정핏 겨울자켓이에요 하루종일 ...
skd***** 2025.12.08
옵션 : [SIZE]MEDIUM
체형 : 160cm, 45kg 선물하기 구매하기
사이즈 : 커요

M사이즈로 샀더니 좀 크긴 크네요. 어깨 너비는 다른 오버핏 자켓과 크게 다르지 않게 적당히 큰 느낌인데 160...
sg9**** 2025.11.05
옵션 : [SIZE]MEDIUM
체형 : 162cm, 5",,,,,,,,,
여성_의류/17_3364815.pdf,G COMFORT HOODIE_3 Colors,GLOWNY 86K,여성_의류,,62000,,,"S,M,L","HELP
구매 시 상세 사이즈를 확인 바랍니다.
XS S M L XL
총길이 45.5 47.5 49.5 52.0 54.0
어깨 너비 34.5 35.5 37.0 38.5 39.5
가슴 너비 34.0 36.5 38.5 40.5 42.5
허리 너비 30.5 32.5 34.5 36.5 38.5
밑단 너비 33.0 35.5 37.5 39.5 41.5
후디 BEST 더보기
선물하기 구매하기

글로니 르 아메스 월드와이드 매든
G COMFORT HOODIE_3 Colors alpaca blend hoodie sweater (charc... BIG TYPO HOODIE GREY [10COL
62,000 70%58,610 20%59,200 20%7
무료배송 쿠폰 무료배송 무료배송
추천 상품 더보기
글로니 글로니 더미튼 더미튼
G COMFORT HOODIE (NAVY) OVERSIZED COMFY HOODIE (G... Molly hoodie t-shirt (melange gr... Molly hoodie t-
62,000 47%78,800 32%60,520 32%60,520
무료배송","WHITE,MELANGE,GRAY,BLACK",,,,,,,,
여성_의류/18_2240359.pdf,코지 모달 브라렛 팬티 세트 5Colors,,여성_의류,,64000,,,,"변경 및 배송주소 변경이 불가 합니다.
설레는 설 준비
최대 91% 혜택으로 미리 준비해요
상품설명
외부 채널 유도는 피해 주세요
29CM가 아닌 브랜드 홈페이지, 카카오톡, SMS 등을 통한 구매/상담은 운영 정책상 제한돼요.
안전한 거래 환경 유지를 위해, 관련 사례가 확인되면 안전거래센터로 알려주세요.
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
세트 BEST 더보기
휘게 언더웨어 코데즈컴바인 이너웨어 베리시 오끌레르
[29CM 선오픈][시그니처] 데일리 2.0 ... 코지 모달 브라렛 팬티 세트 5Colors 쿨핏 브라 볼륨핏&팬티 set [29CM
42%18,720 58%27,200 29%53,900 3",,,,,,,,,
여성_의류/18_3415743.pdf,_에센셜 레이어드 긴팔 티셔츠 MDTS084_6 Colors,25FW,여성_의류,,48000,,,,"]BLACK:F, [COLOR:SIZE]GRAY:F
체형 : 158cm, 56kg
사이즈 : 잘 맞아요
이렇게 레이어드 된 기본이너티 사고 싶었는데 다른덴 너무 비싸거나 품절이라서 몽돌에서 구매했어요. 근데 ...
hjh******* 2025.12.10
옵션 : [COLOR:SIZE]NAVY:F
체형 : 153cm, 53kg
사이즈 : 잘 맞아요
레이어드로 되어 있어서 포인트 같고 좋았어요 되게 쯘쫀한 재질이고 딱 맞아요 잘 늘어나고 몽돌은 가격도 저...
wkd******* 2025.12.19
옵션 : [COLOR:SIZE]BROWN:F
체형 : 169cm, 60kg
사이즈 : 잘 맞아요
소재가 일단 너무 부들부들하고, 신축성도 좋아서 이너로 휘뚜루 마뚜루 입기에 딱! 페이크 레이어드라 더 패셔...
rg0*** 2026.01.24
옵션 : [COLOR:SIZE]WHITE:F
체형 : 167cm, 56kg
사이즈 : 잘 맞아요
입으면 체형보완이 되는 아주 예쁜티셔츠에요 지금은 이너로 입지만 날 따뜻해지면 자켓안에 단독으로 입기 너...
gen******* 2026.01",,,,,,,,,
여성_의류/19_2248441.pdf,Warmer T-Shirts- 10Colors,MOVEWARM,여성_의류,,39000,,,"S,M","HELP
구매 시 상세 사이즈를 확인 바랍니다.
S M
총길이 62.0 63.5선물하기 구매하기

가슴 너비 40.5 42.5
소매 길이 61.0 63.0
밑단 너비 38.0 40.0
상의 BEST 더보기
무브웜 무브웜 부디무드라 소함소함
Sheer Tencel T-Shirts- 6Colors Warmer T-Shirts- 10Colors [BEST] Carrie tank top _6 Colors Arch Ta
5%46,550 5%37,050 65,000 5%36
조건부 무료배송 조건부 무료배송 조건부 무료배송 쿠폰
추천 상품 더보기
무브웜 무브웜 무브웜 무브웜
Slim T-Shirts- 4Colors Summit T-Shirts- 3Colors Stripe Ribbon T-Shirts- 2Colors Deep V T-Shirts
49,000 52,000 59,000 59,000
눈여겨봐야 할 브랜드
선물하기 구매하기

야오 에스트라 아닐로 아로마티카
헤어브러쉬 스칼프케어라운드(브런트... new 아토베리어365 크림 80ml [Gift] 블랙티 너리싱 2종 세트 플로",,,,,,,,,
여성_의류/20_3103159.pdf,PWC STRIPE JERSEY WIDE PANTS_4COLOR,PWC STRIPE JERSEY WIDE PANTS_4COLOR,여성_의류,,54000,,,,"]BLACK_S
체형 : 158cm, 43kg
사이즈 : 잘 맞아요
부드럽고 유연한 소재라 장시간 착용해도 부담 없이 편안한 스트라이프 와이드 팬츠예요. 자연스럽게 떨어지는...
ros****** 2025.11.18
옵션 : [COLOR_SIZE]BLACK_S
체형 : 162cm, 50kg
사이즈 : 잘 맞아요
너무 마음에 들어요. 요즘 스트라이프에 꽂혀있어서 이것도 보자마자 겟!! 소재가 탄탄하고 두께감 적당해요 그...
jm0**** 2026.01.23
옵션 : [COLOR_SIZE]BLACK_S
체형 : 158cm, 50kg
사이즈 : 잘 맞아요
요론 스타일의 편한 바지는 없어서 샀는데 입자마자 감탄.. 재질 좋은데 이렇게 쌈뽕하다뇨? 바로 구매 확정했...
101***** 2025.10.11
옵션 : [SIZE]NAVY_S
체형 : 161cm, 48kg
사이즈 : 잘 맞아요
요 바지로 말할 것 같으면 츄리닝 입고 싶은데 깔롱은 좀 지고 싶고 .. 너무 밋밋한 건 싫을 때 무난하게 입기 좋...
gml******* 2025.10.09
옵션 : [COLOR_SIZE]",,,,,,,,,
여성_의류/20_3628013.pdf,[10th] Raglan Campus Logo Long Top - Grey(Navy),10th,여성_의류,,49000,,,Free,"]Free
체형 : 162cm, 62kg
사이즈 : 커요
엄청 구매하고싶었는데 고민하다가 드디어 구매했습니다 :) 청바지나 검,흰바지 일자치마 어디든 내놓고 입어...
hsw**** 2026.01.21
옵션 : [Size]Free
체형 : 167cm, 58kg
사이즈 : 커요
적당히 박시하고 색 배합도 좋아요! 어제 첨 입고 갔는데 직장동료가 어디서 샀냐고 물어봤다는,,😆 167기준...
tnw******** 2026.01.24
옵션 : [Size]Free
선물하기 구매하기
사이즈 : 커요

가격이 좀 높은 것 같습니다. 소재가 탄탄한 편은 아니고 마감은 보통인 줄 알았으나 라벨박음질을 대충하여 뒷...
rla******** 2025.12.16
옵션 : [Size]Free
체형 : 155cm, 40kg
사이즈 : 커요
디자인이 심플하고 이뻐요 제 체구에는 좀 큰데 아방한 핏으로 입어요 두께감은 사계절용으로 얇지도 두껍지도...
wng******* 2026.01.30
옵션 : [Size]Free
체형 : 161cm, 42kg
사이즈 : 커요
집에서 손님 초대했을때 편하게",Navy,,,,,,,,
여성_의류/21_2773700.pdf,HIGH NECK BUTTON CARDIGAN BLACK,HIGH NECK BUTTON CARDIGAN BLACK,여성_의류,,89680,,,Free,"]FREE
체형 : 169cm, 55kg
사이즈 : 잘 맞아요
평소에 목 답답한 건 싫어하는데, 이 니트는 버튼으로 넥 라인을 조절할 수 있어서 진짜 편해요! 단추 다 잠그면 ...
qhr********* 2026.01.20
옵션 : [사이즈]FREE
체형 : 158cm, 53kg
사이즈 : 잘 맞아요
완뎐 뷰들뷰들한 니트애요 하이넥도으로도 연출 가능하고 아니면 가디건으로도 가능해요 완츄완츄~ 요정도 가...
wkd******* 2025.08.16
옵션 : [사이즈]FREE
체형 : 169cm, 59kg 선물하기 구매하기
사이즈 : 잘 맞아요

진짜 최고....bbb 따듯함도 최고라 남들 다른 아우터 입을 때 저는 반소매에 이것만 입어도 괜찮았어요! 목을 잠...
thd***** 2025.10.01
옵션 : [사이즈]FREE
체형 : 167cm, 52kg
사이즈 : 잘 맞아요
부드러워서 단독으로 입어도 괜찮을거 같아용 근데 넥라인이 생각보다 딱 붙어서 조금 애매한데 그래도 어찌저...
lin******* 2025.12.27
옵션 : [사이즈]FREE
체형 : 170cm,",,,,,,,,,
여성_의류/22_3544563.pdf,HAIRY WOOL RELAXED FIT JACKET [MELANGE CHARCOAL] / 2 SIZE,CHATDELAMA 11K,여성_의류,,282000,,,93,"93개 리뷰 보기
282,000원
36%179,780원
29CM가 처음이라면, 15% 할인 꼭 받으세요
첫 가입 혜택받기
카테고리 여성의류 아우터 재킷
구매 적립금 최대3,160원(Newbie 1.5% 적립)
선물하기 구매하기
무신사머니 결제 시 1.5% 추가 적립:3,160원

무이자 할부 최대 5개월 무이자 할부 시 월 42,300원 결제
카드사별 할부 혜택 안내
배송정보 2일 이내 배송 시작
배송비 3,000원
70,000원 이상 구매시 무료배송
제주/도서산간 3,000원 추가
샤드라마
CHATDELAMA 11K
설레는 설 준비
최대 91% 혜택으로 미리 준비해요
상품설명
외부 채널 유도는 피해 주세요
29CM가 아닌 브랜드 홈페이지, 카카오톡, SMS 등을 통한 구매/상담은 운영 정책상 제한돼요.
안전한 거래 환경 유지를 위해, 관련 사례가 확인되면 안전거래센터로 알려주세요.
선물하기 구매하기

상품설명 더보기
재킷 BEST 더보기
선물하기 구매하기

샤드라마 런던다다 르바 녹섭
[지구착용/4차] HAIRY WOOL RELAX... [5차 리오더] BOUCLE",당일출고,,,,,,,,
여성_의류/23_3535240.pdf,[31st] 25FW Curve scarf blouse (stone gray),31st,여성_의류,,29400,85% RAYON 10% POLYESTER 5% SPANDEX,,Free,"Guide]
[Free] 어깨 40 가슴 52 암홀 27 소매 62 총장 57
* 상세 사이즈는 단면을 기준으로, cm 단위로 기재됩니다.
측정 위치와 방법에 의해 오차가 있을 수 있습니다.
[Model Info]
172cm / 50kg / Free size 착용
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
블라우스 BEST 더보기
프렙포더 킨더살몬 레터프롬문 아틀리에
[31st] 25FW Curve scarf blouse (st... Draped Casa Top Slate [3/6 순차배송] 리프 원숄더 프릴 블라",GRAY,,,,,,,,
여성_의류/24_3437165.pdf,RUFFLE WOOL KNIT CARDIGAN SET IVORY,RUFFLE WOOL KNIT CARDIGAN SET IVORY,여성_의류,,12960,,,,"]S
체형 : 150cm, 44kg
사이즈 : 잘 맞아요
너무예뻐요 전혀 구매계획없었지만 이구위크에 홀림 나시때문에 샀다고해도 될정도로 레이어드하기도 좋아보...
tjd****** 2026.01.22
옵션 : [사이즈]S
체형 : 153cm, 50kg
사이즈 : 잘 맞아요
옷 사진과 같이 귀엽고 예뻐요! 흰색이라 더더욱 기여움 ㅠㅠ 다만 재질이 좋은 재질은 아니라 한두번입으면 금...
can****** 2026.01.31
옵션 : [사이즈]S
체형 : 163cm, 50kg
사이즈 : 잘 맞아요
까끌거리지 않아서 맨살에 입어도 괜찮아요. 앞에 프릴 포인트가 있어서 예뻐요♡ 예뻐서 보라색도 추가 구매...
73j***** 2026.01.30
옵션 : [사이즈]S
체형 : 160cm, 50kg
사이즈 : 잘 맞아요
리뷰보니 많이들 까슬거린다고 해서 걱정했는데 생각보다는 덜 까슬거리고 사이즈도 보기보다 넉넉합니다 사...
dud******* 2025.12.14
옵션 : [사이즈]S
체형 : 160cm, 46kg
사이즈 : 잘 맞아요
아이보리라서 얼굴을 환하게 밝혀주고 세트로 입",IVORY,,,,,,,,
여성_의류/24_3598810.pdf,[32차] Draped Wool Tencel Layered Tee Set (Gray),32차,여성_의류,,79800,,"FABRIC - Tencel 70, Wool 30 사용하는 모니터 해상도에 따라 실제 색상과 다소 차이가 있을 수 있습니다. 각 제품에 따라 취급상 주의 사항을 참고해 주세요. 상품 제작 과정에 따라 라벨, 안감 등 착색이 되어 있을 수 있습니다.",Free,"GUIDE
MODEL SIZE
Height 176cm / Chest 78cm / Waist 61cm
선물하기 구매하기
사이즈 : 긴팔(FREE)

총장 : 56
어깨단면 : 37
가슴단면 : 48
밑단 : 47
암홀 : 18
소매 : 64
사이즈 : 슬리브리스(FREE)
총장 : 56
어깨단면 : 45
가슴단면 : 37
밑단 : 37
암홀 : 17
소매 : -
상세 사이즈는 단면 기준입니다.(치수단위 : cm)
상품의 치수는 재는 방법과 위치에 따라 1-3CM 오차가 있을 수 있습니다.
Shopping Guide
- 우체국 택배사를 이용합니다.
- 상품 배송은 입고 기준으로 결제완료일로부터 2~3일 소요됩니다.
- 예약상품인 경우 별도 공지되어있는 배송 예정일에 배송이 되는 시스템입니다.
- 주말 및 공휴일은 배송 기간에서 제외됩니다.
[교환/반품 안내사항]
- 전자상거래법에 의거하여 교환/반품은 상품 수령일로부터 7일이내 가능합니다.
- Q&A 문의게시판을 통해 교환/반품 접수 부탁드립니다.
- 교환/반품 가능 여부 확인 후 토아베에서 우체국 택배 기사님 방문 접수를",GRAY,,,,,,,,
여성_의류/25_2314125.pdf,SIPT7097 기모 골지 스웻 팬츠_Black,,여성_의류,,10710,,,,"]S
체형 : 163cm, 57kg
사이즈 : 커요
배송이 늦을까 걱정했는데 빨리 왔네요. 후기에 검정먼지가 많다고 했는데 다행이 그렇진 않아요. 160에 46으...
vlc*** 2025.11.10
옵션 : [Color]Black [Size]S
체형 : 165cm, 55kg
사이즈 : 잘 맞아요
165, 52 이고 S 입어도 허리 등등 다 넉넉합니다 사실 검정색만 3개째 구매예요ㅎㅎ.. 그레이, 베이지도 하나...
you****** 2026.01.24
옵션 : [Color]Black [Size]M
체형 : 158cm, 51kg 선물하기 구매하기
사이즈 : 잘 맞아요

작년에 사서 실컷 입다가 언제 생산 중단할 지 몰라서 두 개 더 쟁여놨어요.. 마음같아서는 몇 개 더 사고 싶은데...
gud*** 2026.01.27
옵션 : [Color]Black [Size]S
체형 : 163cm, 55kg
사이즈 : 잘 맞아요
이건 말이 필요없어요 교복이예요 가을 겨울 필수템이예요 화이트샀다가 핏도이쁘고 휘뚜루마뚜루에 넘 이뻐...
soo******* 2025.12.09
옵션 : [",BLACK,,,,,,,,
여성_의류/25_2851079.pdf,윈터ver) 원 턱 와이드 슬랙스 블랙 MDPT025FWBLACK,MONGDOL 145K,여성_의류,,88000,,,,"]M
체형 : 165cm, 51kg
사이즈 : 잘 맞아요
몽돌 슬렉스 좋다고 듣긴했는데, 구매하고 나서 겨울 슬랙스는 이브랜드로 정착하자는 생각이 들었어요. 구매...
hap********** 2025.11.20
옵션 : [SIZE]M
체형 : 165cm, 56kg
사이즈 : 잘 맞아요
부드럽고 따뜻하고 정전기 안생기면서 안에 히트텍을 껴입어도 충분히 여유있는핏감이며 어지간하면 기장수선...
선물하기 구매하기
a0l**** 2025.11.13

옵션 : [SIZE]S
체형 : 169cm, 48kg
사이즈 : 잘 맞아요
하체중에 골반이 좀 발달한 체형입니다 모델분같은 핏을 입고싶으면 한사이즈 크게 주문했어야할 것 같아요 근...
fnd***** 2025.11.19
옵션 : [SIZE]S
체형 : 163cm, 53kg
사이즈 : 커요
가을에 카키 슬랙스를 아주 잘 입고다녀서, 겨울버전도 샀어요! 근데 허리가 쪼끔.. 많이 커요ㅠ_ㅠ 제가 허벅지...
kki***** 2025.11.29
옵션 : [SIZE]M
체형 : 168cm, 60kg
사이즈 : 잘 맞아요
배송 중 분실",우먼,,,,,,,,
여성_의류/26_2717758.pdf,[29CM 단독] (uni)도미토리 시즌 스트라이프 파자마 블루문,29CM 단독,여성_의류,,13200,,,,"]M [Gift Package]일반 포장
체형 : 167cm, 53kg
사이즈 : 잘 맞아요
오끼뜨 잠옷은 감성적인 디자인에 편안한 착용감과 실용성까지 갖춘 잠옷인 것 같아요 :) 적당한 스판이 있고 ...
lim******* 2025.08.27
옵션 : [Size]M [Gift Package]일반 포장
체형 : 154cm, 48kg
사이즈 : 커요
키 150중반 기준입니다. 품은 낙낙하고 바지 기장은 끌리지 않는 정도라 잠옷으로 딱 좋아요. 주머니도 있어서 ...
ssh***** 2025.08.12
옵션 : [Size]L [Gift Package]일반 포장
체형 : 169cm, 52kg
사이즈 : 잘 맞아요
디자인도 넘 예쁘고 질도 넘 조아영 확실히 잠옷은 4-5만원 이상부터 퀄리티가 차이나는 것 같아요 오래 입을 ...
선물하기 구매하기
oso******** 2026.01.16

옵션 : [Size]L [Gift Package]일반 포장
체형 : 163cm, 66kg
사이즈 : 커요
넉넉하게 입고싶어서 M사이즈로 샀는데 163/65키로인 저한테도 엄청 커요 그래서 잘",uni,,,,,,,,
여성_의류/26_3344135.pdf,TAMIM_에어 후크 젤리브라,TAMIM_에어 후크 젤리브라,여성_의류,,87900,,,,"]S
체형 : 164cm, 50kg
사이즈 : 잘 맞아요
더스티한 스킨톤이구요. 들뜸없이 잘 맞아요. 베리시랑비교하면 베리시가 좀더 촉촉한 질감이고 물방울 패드라...
wlw****** 2026.01.27
옵션 : [색상]블랙 [사이즈]M, [색상]쿨스킨 [사이즈]M
체형 : 165cm, 48kg
사이즈 : 잘 맞아요
하도 좋다고 난리길래 사봤는데 넘좋아서 다른색으로 더구매함 진짜 편한대 지지도잘되요 배송도 완전 빠르고 ...
kjm***** 2026.01.31
옵션 : [색상]블랙 [사이즈]S
체형 : 160cm, 50kg
사이즈 : 잘 맞아요
이제 다른 브라를 못입겠어요 너무너무 편하고 끈이 얇은게 독보적으로 장점인거 같아요 이 이후로도 여기꺼만...
jan******** 2026.01.10
옵션 : [색상]쿨스킨 [사이즈]M
체형 : 164cm, 56kg
사이즈 : 잘 맞아요
가슴모양 예쁘게 잡아줘서 딱붙는 티 입을때 딱일거 같아요…😍 편하고 핏 예뻐서 다음에 또 구매하고싶어요!!...
dan******* 2026.01.03
옵션 : [색상]쿨스킨 [사이즈]S
체형",후크형,,,,,,,,
여성_의류/27_3146185.pdf,(20차 예약판매-2월 11일부터 순차출고) Commuters Fleece _ OATMEAL,,여성_의류,,19200,,,,"총장 64
어깨 47
가슴단면 56
밑단 46
소매길이 60
선물하기 구매하기

Care
고온에 약한 소재이므로 30°C 이하 찬물 세탁을 권장하며 건조기 사용은 피해주세요.
플리스 소재 특성상 정전기가 발생할 수 있으니 섬유유연제 사용을 권장합니다.
부드러운 촉감과 보온성 유지를 위해 표백제나 강한 세제 사용은 삼가주세요.
세탁 시 뒤집어서 단독 세탁하면 보풀 발생과 마모를 최소화할 수 있습니다.
장기간 압축 보관 시 플리스의 보온성이 저하될 수 있으니 걸어서 보관하는 것이 좋습니다.
선물하기 구매하기

선물하기 구매하기

** 같은 원단으로 제작된 플리스 팬츠가 새롭게 출시 되었습니다.
상의와 동일한 텍스처와 컬러 톤으로, 별도의 스타일링 없이도 완성도 높은 셋
업 연출이 가능합니다.
선물하기 구매하기

상품설명 닫기
플리스 BEST 더보기
루스프로덕트 엔조블루스 비터셀즈 호쿠스포
(20차 예약판매-2월 11일부터 순차출고)... 레트로 스냅 플리스 아노락 (Lavender) Poddy Fleece Half Zip Up-Charcoal [5th] 2
15%81,60",Lavender,,,,,,,,
여성_의류/27_3410586.pdf,Nia Drape Neck Tee_Black,,여성_의류,,50000,"- 텐셀 70%, 울 30%",,Free,"- FREE
Bust 39.5 선물하기 구매하기

Hemline 41
Shoulder 41
Armholes 20
Sleeve Length 65
Length 55
*상세사이즈는 단면(cm) 기준이며,
측정 방법에 따라 오차가 있을 수 있습니다.
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
긴소매 티셔츠 BEST 더보기
비터셀즈 썸웨어버터 레터프롬문 론론
[2 PACK-컬러추가]Essential Golgi Te... [10th] Raglan Campus Logo Long T... [2/13 순차배송][29CM 단독] 리브 홀터... [SET] S
30%54,600 49,000 10%61,200 44%4
무료배송 조건부 무료배송 조건부 무료배송 무료배송
추천 상품 더보기
108파운드 소플러 108파운드 108파운드",BLACK,,,,,,,,
여성_의류/28_3091097.pdf,해당 상품 XL 사이즈는 2/2(월) 입고 후 순차 출고 예정입니다.,LOW SOFT SWEAT ZIP-UP HOODIE_CHARCOAL_LC267TS12CC,여성_의류,,22610,,,,"]S
체형 : 165cm, 55kg
사이즈 : 잘 맞아요
살짝 가오리 핏처럼 팔이이 이어졌는데 외투와 함께 입어도 불편할 정도는 아니네요 스몰과 미듐 엄청 고민했...
zxc***** 2026.01.31
옵션 : [SIZE]M
체형 : 166cm, 56kg
사이즈 : 잘 맞아요 선물하기 구매하기

후드, 어깨라인, 팔 등 모든핏이 예뻐요! 저는 키세스같은 핏을 원했거든요ㅋㅋ 모델사진에서 다 오픈하고 길게 ...
hye******* 2026.01.30
옵션 : [SIZE]L
체형 : 168cm, 73kg
사이즈 : 잘 맞아요
작년부터 사고 싶어서 째려보고 있던건데 가격이 11만원대까지 가던게 마침 29데이에 8만원대까지 떨어져서 ...
667**** 2026.01.08
옵션 : [SIZE]L
체형 : 167cm, 60kg
사이즈 : 잘 맞아요
사이즈 고민이 있었지만 잘 구매한거 같아요! 167인데 지퍼 잠구거나 풀때는 엉덩이 다 가리고 밑에 투웨이 지...
shs*** 2026.01.29
옵션 : [SIZE]M
체형 : 162cm, 51kg
사이즈 : 잘 맞아요
너무 예뻐",,,,,,,,,
