source_pdf,상품명,브랜드명,상세_카테고리명,의류종류,가격,소재,케어방법,사이즈,사이즈_상세,색상,이미지_무드,이미지_톤,이미지_배경,사진_구성,모델_특징,제품_특징,브랜드_평,이미지_요약
여성_의류/42_3423314.pdf,[Atelier Edition] W/Two Way Vegan Leather Jacket_2COLOR(WC25-OT09),29CM 단독,여성_의류,,225500,,,,"]M
체형 : 158cm, 47kg
사이즈 : 커요
라지로 잘못 사고 반품했는데, 그 때 크기빼고 모든게 맘에 들어서 사이즈 재입고 계획 없을 때부터 계속 봤는데...
cj5******* 2026.01.31
옵션 : [COLOR]BLACK [SIZE]M
사이즈 : 커요
디자인이 독특해서 일단 좋았어요. 가죽도 가볍고 질감도 너무 맘에 들었어요. 약간 박시한 느낌으로 입어야해...
kel******** 2025.10.10
체험단 리뷰
옵션 : [COLOR]BROWN [SIZE]OS
체형 : 172cm, 55kg
저는 키 172cm / 53kg / 55~66(어깨가 좀 있는 체형) 입습니다. 안그래도 딱 이제 가을 쯤이라 이런 가죽자...
선물하기 구매하기
all***** 2025.10.08

체험단 리뷰
옵션 : [COLOR]BROWN [SIZE]OS
체형 : 168cm, 52kg
비건 레더라 그런지 아우터임에도 불구하고 굉장히 가벼웠어요! 요즘 같은 계절에 이너로 반팔을 입어도 안쪽 ...
fyd******* 2025.10.03
체험단 리뷰
옵션 : [COLOR]BROW",(WC25-OT09),,,,,,,,
여성_의류/44_3444277.pdf,[김가을 Pick] [15th] Wave Logo Raglan Long Top - White Melange(Navy),김가을 Pick,여성_의류,,69000,,,Free,"]Free
체형 : 161cm, 49kg
사이즈 : 커요
배송 일주일 안 걸리고 빨리 왔어요! 크다는 후기가 많았는데 정말 크구요 ㅎㅎ 집에서 예쁘지만 편하게 입을 용...
shy*** 2025.11.05
옵션 : [Size]Free
체형 : 161cm, 50kg
사이즈 : 커요
하 진짜 이런옷 처음봄 두세번 입은것 같은데 언제 구멍 난줄도 모르고 바보처럼 입고 다녔어요 심지어 양쪽 겨...
선물하기 구매하기
seu**** 2025.11.12

옵션 : [Size]Free
체형 : 171cm, 59kg
사이즈 : 커요
10월21일에 주문했는데 11월 12일날 받았네요. 예약해서 늦게 발송되는건 알고있었는데 한참 걸리네요 특별...
bar*** 2025.09.27
옵션 : [Size]Free
체형 : 164cm, 52kg
사이즈 : 커요
만삭임산부도 편하게 잘 맞아요!! 원래 입던 오버핏 티셔츠들도 배가 점점 타이트해쟈서 입을 옷이 없었는데.. ...
jeo***** 2025.09.27
옵션 : [Size]Free
체형 : 167cm, 61kg
사이즈 : 커요
이뻐요 디자","WHITE,MELANGE",,,,,,,,
여성_의류/46_3410587.pdf,Nia Drape Neck Tee_Light gray,,여성_의류,,50000,"- 텐셀 70%, 울 30%",,Free,"- FREE
Bust 39.5 선물하기 구매하기

Hemline 41
Shoulder 41
Armholes 20
Sleeve Length 65
Length 55
*상세사이즈는 단면(cm) 기준이며,
측정 방법에 따라 오차가 있을 수 있습니다.
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
긴소매 티셔츠 BEST 더보기
비터셀즈 레터프롬문 썸웨어버터 론론
[2 PACK-컬러추가]Essential Golgi Te... [2/13 순차배송][29CM 단독] 리브 홀터... [10th] Raglan Cam","LIGHT,GRAY",,,,,,,,
여성_의류/47_2777243.pdf,(w) 세린 나이트 수면 잠옷 세트 3colors,OFFHOUR 37K,여성_의류,,50000,,,,"]L [선물 패키지 추가]패키지 사용 불가 상품입니다., [색상]브라운 [사이즈]L [선물 패키지 추가]패키지 사
용 불가 상품입니다.
체형 : 167cm, 54kg
사이즈 : 잘 맞아요
남편이랑 신혼집 첫 잠옷으로 선택했어요! 기존의 수면 잠옷을보다 조금 더 폭닥하고 부드러워요~ 남편이랑 제...
wld***** 2025.12.24
옵션 : [색상]그레이 [사이즈]XL [선물 패키지 추가]선택안함, [색상]그레이 [사이즈]L [선물 패키지 추가]선택안함
체형 : 167cm, 50kg
사이즈 : 잘 맞아요
선물하기 구매하기
주문하고 꽤 기다려서 받았는데 맘에 들어요. 한번 세탁건조 돌렸는데도 아직 부드러워용☁ - 167/50kg L사...

gac********* 2025.11.16
옵션 : [색상]그레이 [사이즈]L [선물 패키지 추가]선택안함
체형 : 166cm, 59kg
사이즈 : 잘 맞아요
사세요 ㅎㅎ 1개말고 2개3개..ㅎㅎㅎ브라운칼라 하나사고 너무마음에 들어서 그레이도 하나더 샀어요 편하게...
min******** 2025.12.14
옵션 : [색상]브라운",,,,,,,,,
여성_의류/48_3449033.pdf,[29CM단독] [은현PICK] straight-fit denim pants (blue),29CM단독,여성_의류,,128000,,,,"]medium
체형 : 164cm, 56kg
사이즈 : 커요
바지 핏, 색감 전부 대만족입니다. 너무 예쁘고 편해요. 근데 허리가 너무커서 두 주먹이 다 들어가요ㅎ 그러나 ...
ker******* 2026.01.16
옵션 : [사이즈]small
체형 : 158cm, 52kg
사이즈 : 잘 맞아요
이런미친 청바지너무이뻐요 핏이너무맘에들어요 기장은짱길긴한데 방금수선맡겻어요 제발수선잘돼라…뵹 밑...
iai*** 2026.01.24
옵션 : [사이즈]small
체형 : 168cm, 54kg
사이즈 : 잘 맞아요
168에 27 입어요 다리가 길어서 바지 옵션은 무조건 롱 입고 간혹 짧을때듀 있는데 기장 너무너무 맘에듭니다 ...
sss***** 선물하기 구20매26하.01기.03

옵션 : [사이즈]medium
체형 : 167cm, 53kg
사이즈 : 잘 맞아요
진청에 스트레이트핏이 사고 싶었는데 딱 부합하는 제품입니다. 널널하게 입으려고 샀는데 원하는 핏이라 좋아...
yj_**** 2025.11.23
옵션 : [사이즈]small
체형 : 170cm, 55kg
사이즈 : 잘","도,제가",,,,,,,,
여성_의류/49_3157379.pdf,Signature Slim Low Rise Flared Jeans DCWPT006BlueB,DECET WOMEN 9K,여성_의류,,11160,,,,"]XS
체형 : 158cm, 52kg
사이즈 : 잘 맞아요
블랙도 구매했다가 블랙에 들어간 가로선 워싱은 조금 인위적인 느낌이라서 블루만 킵했습니다. 블루는 진짜 ...
lee******* 2025.11.25
옵션 : [SIZE]XS
체형 : 160cm, 45kg
사이즈 : 잘 맞아요
애즈온이랑 찰떡! 빈티지한 맛이 있어요 바지가 로우라이즈를 의도하고 만들어져서 올려입으면 허리가 남더라...
cko******* 2025.11.11
옵션 : [SIZE]XS
체형 : 158cm, 47kg
사이즈 : 잘 맞아요
데케트 바지는 항상 잘 입어요.. 진심!! 너무 좋달까 핏도 예쁘게 잡아주고 물론 기장은 길지만 애초에 짧은 키인...
gyp** 2025.11.21
옵션 : [SIZE]S
체형 : 162cm, 54kg
사이즈 : 잘 맞아요
저는평소 27입는데 길다하길래 s을 샀습니다 그러고나서 너무 작을까봐 걱정했는데 웬걸 너무 딱 좋네요 길이...
mic********* 2025.11.15
옵션 : [SIZE]S
체형 : 167cm, 55kg
사이즈 : 잘 맞아요
167에 55 돼",,,,,,,,,
여성_의류/50_700973.pdf,Soft Sweatpants- 15Colors,MOVEWARM,여성_의류,,69000,,,"S,M,L","HELP
구매 시 상세 사이즈를 확인 바랍니다.
S M L
총길이 98.0 100.0 102.0
허리 너비 31.0 33.0 35.0
엉덩이 너비 45.0 47.0 49.0
허벅지 너비 30.0 31.0 32.0
밑단 너비 11.0 12.0 13.0
트레이닝 BEST 더보기
룸페커 시야쥬 무브웜 뮈르뮈르
퍼스트 절개 양기모 팬츠 SIPT7097 기모 골지 스웻 팬츠_Cream Soft Sweatpants- 15Colors [18차][기
45,800 32%42,840 5%65,550 15%6
조건부 무료배송 쿠폰 조건부 무료배송 조건부 무료배송 조건부 무
추천 상품 더보기
선물하기 구매하기

무브웜 무브웜 프라크티 모어아웃
Cave Sweatpants- 7Colors [Unisex] Cotton Unwind Sweatp... [BEST] Hasta pants_8 Colors [5PP5588]에어
69,000 89,000 5%63,650 22%45,000
눈여겨봐야 할 브랜드
이니스프리 에스트라 지비에이치 야오
레티놀 PDRN 앰플 겔 마스크 new 아토베리어365 크림",,,,,,,,,
여성_의류/51_2763457.pdf,골지 브이넥 가디건 MDCD034_5 Colors,MONGDOL 145K,여성_의류,,46000,,,,"]IVORY:S
체형 : 158cm, 51kg
사이즈 : 잘 맞아요
솔직히 질이 엄청 좋다고는 할 수 없지만..! 싸게 구매해서 올 한해 잘 입을 것 같아요. 신축성 좋고 보들한데 많...
jiy********* 2026.01.25
옵션 : [COLOR:SIZE]CHARCOAL:S
체형 : 158cm, 49kg
사이즈 : 작아요
되게 가슴부각 좀 되는 핏한 골지니트인데요 이런 핏 부담스러워하시는 분들은 참고해주세요 그리고 길이가 좀...
hyw**** 2026.01.24
옵션 : [COLOR:SIZE]IVORY:M
체형 : 162cm, 54kg
사이즈 : 잘 맞아요
색상이 노란끼 없는 깨끗한 화이트여서 마음에 들어요. 재질도 정말 부드럽고 신축성 있어서 꾸안꾸로 입기 좋...
gre******* 2026.01.11
옵션 : [COLOR:SIZE]IVORY:S, [COLOR:SIZE]BLACK:S
체형 : 156cm, 48kg
사이즈 : 잘 맞아요
후기가 좋아 깔별로 쟁였어요. 진짜 날씬해보여요. 두께도 얇지않아 아우터만 든든하게 입는다면 히트텍입고도...
ddu*****",,,,,,,,,
여성_의류/52_3487361.pdf,[29CM 단독][14차 재입고] vent wool half coat (grey),29CM 단독,여성_의류,,66240,,,,"- Original Size

Color- grey
Fabric- wool 100
Size Guide
총장 68 / 화장 85 / 어깨: 레글런 / 가슴 둘레 128 / 소매장: 레글런 / 소매부리 둘레 31
(단위: cm / 오차범위 1cm )
Description
- real horn button
- hidden welt pocket
Model Info
- 173cm 45kg
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구",GREY,,,,,,,,
여성_의류/53_2876935.pdf,[사이즈추가]Hairy Alpaca Blended Classic Coat - Charcoal,10차,여성_의류,,399000,,,,"D 3-BUTTON WOOL COA... OVERSIZED 3-BUTTON WOOL COA... [10차] [
62%172,210 40%257,400 40%257,400 399,0
쿠폰 조건부 무료배송 조건부 무료배송 조건부 무
추천 상품
빠질 수 없는 뷰티 상품
선물하기 구매하기

리뷰(263)
더보기
+213
a80***** 2026.01.29
옵션 : [SIZE]Small
체형 : 162cm, 49kg
사이즈 : 잘 맞아요
3번의 반품을 지나 드디어 마음에 드는 코트를 찾은 사람의 후기. - 작성자 스펙 키 162cm 몸무게 48kg 의 보...
sjn**** 2026.01.01
옵션 : [SIZE]Medium
체형 : 165cm, 46kg
사이즈 : 잘 맞아요
오프라인 매장 갈 시간이 없어서 엄청 고민고민 끝에 구매했어요. 마른체형이라 s,m 중에서도 고민했어요 일단...
na0***** 2026.01.22
선물하기 구매하기

옵션 : [SIZE]Small
체형 : 162cm, 55kg
사이즈 : 커요
배송은 완전 느림 그래도 겨울 끝나기 전에 왔네요 롱코트인데",CHARCOAL,,,,,,,,
여성_의류/54_2313167.pdf,(w) 커플 리프 아이보리 피치 플러프 긴팔 잠옷 세트,OFFHOUR 37K,여성_의류,,49900,,,,"& 핏
여자
착용 모델사이즈 : 171cm / 51kg
착용 사이즈 : L
디테일 핏 : 적당
남자
착용 모델사이즈 : 185cm / 70kg
착용 사이즈 : XL
디테일 핏 : 적당
세트 BEST 더보기
울랄라 파자마 오프아워 도씨 오프아워
[SET] 베이직 긴팔 여성페어 세미와이드... (w) 세린 나이트 수면 잠옷 세트 3colors [해원 Pick] 실크핏 클로에 긴팔 커플 잠... (w) 에반
61%23,290 47%23,660 52%23,920 48%2
쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 쿠폰 조건부 무료배송 쿠폰
추천 상품 더보기
선물하기 구매하기

오프아워 오프아워 오프아워 도씨
(w) 네이벨 피치 플러프 긴팔 잠옷 세트 (w) 플루아 긴팔 잠옷 세트 (w) 시나몬뮤즈 피치 플러프 긴팔 잠... 플러피 퓨어 긴팔
51%24,610 48%25,900 45%27,300 63%19,970
쿠폰 쿠폰
눈여겨봐야 할 브랜드
에스트라 에스트라 지비에이치 에스트라
new 아토베리어365 로션 150ml new 아토베리어365 크림 80ml x 3개 [선물포장]",uni,,,,,,,,
여성_의류/55_2420368.pdf,Cleo Rib Tee (6color),HACER 31K,여성_의류,,37000,FABRIC : 코튼 58% 모달 38% 스판 4%,,Free,"Height170cm/44반size
상품설명 더보기
사이즈정보
선물하기 구매하기

상세 사이즈의 치수는 측정 방법과 위치에 따라 오차가 발생할 수 있습니다.
SIZE HELP
구매 시 상세 사이즈를 확인 바랍니다.
FREE
총길이 57.0
어깨 너비 38.0
가슴 너비 43.0
소매 길이 62.0
단독 BEST 더보기
오떼뜨 레터프롬문 하네 글로니
[여울,알로하 착용] [28th] BOUCLE RA... [2/13 순차배송][29CM 단독] 리브 홀터... [Rosie Pink 3/24] [29CM 단독] [커치... G CLAS
32%195,840 10%61,200 49%47,600 10%4
쿠폰 조건부 무료배송 신상품 조건부 무료배송 쿠폰 조건부 무료배송 무료배송
추천 상품 더보기
아쎄르 아쎄르 노우드 아쎄르
Silket Cotton Tee (3color) Halter Neck Bustier (3color) [29CM 단독]Wool tencel round T... [일부 옵션 2/19 예
20%36,800 20%19,200 15%35,700 20%55,200
쿠폰",),,,,,,,,
여성_의류/57_1688794.pdf,Vanilla V-neck knit_4colors,11차 리오더,여성_의류,,84000,,,Free,"]Blue:Free
선물하기 구매하기
체형 : 161cm, 59kg

사이즈 : 잘 맞아요
쨍한 파란색 니트를 사고싶었는데 컬러는 정말정말 예쁩니다! 핏도 너무 부하지 않고 기본핏으로 적당해요 근...
zoo******* 2025.11.12
옵션 : [color:size]Gray:Free
체형 : 169cm, 56kg
사이즈 : 잘 맞아요
브이넥 그레이 컬러 갖고싶었는데 리뷰도 좋고 가격도 너무 좋아서 구매했어요 아쉬운점을 꼽자면 색감, 가격, ...
phd******** 2026.01.06
옵션 : [color:size]Blue:Free
체형 : 165cm, 53kg
사이즈 : 잘 맞아요
컬러가 사진보다 실물이 더 예뻐요. 쿨톤 블루인데 튀지 않고 차분해서 데일리로 입기 좋아요. 브이넥 파임도 깊...
psb**** 2026.01.08
옵션 : [color:size]Blue:Free
체형 : 175cm, 63kg
사이즈 : 잘 맞아요
친구가 입은 거 보고 너무 예뻐서 바로 따라 샀어요! 웜쿨 상관 없이 다 잘 어울릴 색이에요 안에 흰 티랑 레이어...
win******",상의를,,,,,,,,
여성_의류/58_3414334.pdf,Pico hood zip-up_grey,10th,여성_의류,,25000,- Cotton 100%,,Free,"- Free
Total Length 58.5
Shoulder 59
Chest 62
Sleeve 57
** Dafy : 168cm
** 상세사이즈는 단면(CM)기준이며, 측정 방법에 따라 오차가 있을 수 있습니다.
Delivery
- 주문건은 순차적으로 출고되며, 합배송을원칙으로 합니다.
- 결제완료일 기준으로 3~5일이내에배송됩니다.
Notice
- 상품이 포장된 폴리백 내에는 정전기 방지용 가루가 처리되어 있습니다.
- 짙은 컬러 상품의 경우 표면에 하얀 가루가 묻어날 수 있으나 세탁후 사라지며, 이는 오염이나 불량이 아니
오니 구매 시 참고 부탁드립니다.
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
상의 BEST 더보기
선물하기 구매하기

레터프롬문 글로니 글로니 어랜
[2/13 순차배송][29CM 단독]","및,색감,차이가,발생할,수",,,,,,,,
여성_의류/59_3508462.pdf,[29CM 단독] (uni)도미토리 찰스 체크 팬츠+스크런치 SET,29CM 단독,여성_의류,,48000,,,,"]M
체형 : 155cm, 49kg
사이즈 : 잘 맞아요
아이러브홈 티셔츠랑 세트로 입어야 귀여울 것 같아서 같이 구매했어요-! 오끼뜨 후기를 보면 키가 작은 분들도...
sun***** 2025.11.29
옵션 : [Size]M
체형 : 160cm, 48kg
사이즈 : 잘 맞아요
12월에 배송되는줄 알고 잊어먹고 있다가 갑자기 생각지도 못하게 택배 오니까 더 기분이 좋았네요ㅋ 처음에 ...
969**** 2025.11.28
옵션 : [Size]M
체형 : 155cm, 50kg
사이즈 : 잘 맞아요
내년에 출고 된다고 해서 좀 슬펐는데 생각보다 빨리 와서 너무너무 기뻤어요ㅠㅠ받아보니까 진짜 기대한 만큼...
yho**** 2025.11.06
옵션 : [Size]M
체형 : 158cm, 50kg
사이즈 : 잘 맞아요
너무 귀엽고 깜찍해요ㅠㅜ집에서 잠옷으로 입으면 너무 귀엽고 생각보다 바지 소재가 부들부들하기보다 약간 ...
선물하기 구매하기
pok*** 2026.01.17

옵션 : [Size]L
체형 : 165cm, 52kg
사이즈 : 잘 맞아요
바지에 스크런치까지 세트",uni,,,,,,,,
여성_의류/60_2195644.pdf,wool multi-color blazer (charcoal),LE 107K,여성_의류,,348000,,,Free,"]free
체형 : 160cm, 55kg
사이즈 : 커요
어깨 패드들어있어서 오버핏인건 알고샀고 이대로도 이쁩니다 멀리서보면 차콜인데 자세히보면 여러가지 색이...
cut****** 2026.01.22
옵션 : [size]free
체형 : 161cm, 46kg
사이즈 : 커요
키161 몸무게 47입니다 루즈핏이라 더 여리여리핏나오고 어깨패드가 있으니 더 예쁩니다 라벨케어에 울100...
vpx******** 2026.01.13
옵션 : [size]free
체형 : 169cm, 53kg
사이즈 : 커요
약간 오버핏으로 입고 싶었는데 제가 원하던 핏이에요!! 기장도 적당히 길어서 예쁘고 어깨에는 어깨뽕 같은게 ...
msk****** 선물하기 구2매02하5.1기1.07

옵션 : [size]free
체형 : 161cm, 46kg
사이즈 : 커요
배송기간이 좀 오래 걸리긴했는데 미리 공지된 내용이라 알고 기다렸어요. 까끌거리다는 후기가 있어서 걱정했...
kin****** 2025.11.14
옵션 : [size]free
체형 : 161cm, 52kg
사이즈 : 커요
후기들에","blazer,(charcoal)",,,,,,,,
여성_의류/62_3562234.pdf,_[3차 리오더] Fleece hoodie half zip-up_3colors,바로배송,여성_의류,,125000,,": Dry Clean / 단독 세탁 / 세탁기 사용 시 세탁망 요망 Do not Tumble dry * 의류 건조기로 관리하실 경우 제품의 수축 및 변형이 올 수 있으니 되도록 삼가해주시기 바랍니다. DETAIL - 플리스 원단으로 제작되어 가볍고 포근하며, 뛰어난 보온성을 자랑하는 아이템입니다.",Free,"FREE
어깨 : -
가슴 : 65cm
암홀 : 37cm
소매길이 : 72.5cm
소매 통 : 26.5cm
총장 : 65.5cm
MODEL SIZE
Height 172cm / Cream, Gray, Khaki / Free 착용
선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

선물하기 구매하기

상품설명 닫기
플리스 BEST 더보기
선물하기 구매하기

제너럴아이디어 루스프로덕트 엔조블루스 유라고
UNISEX 소프트 하이넥 플리스 아노락 세... (20차 예약판매-2월 11일부터 순차출고)... 레트로 스냅 플리스 아노락 (Lavender) [3차 리오
11%73,000 15%81,600 25%89,250 28%9
조건부 무료배송 쿠폰 조건부 무료배송 쿠폰
추천 상품 더보기
유라고 유라고 오스트카카 로우
Emblem fleece zip-up_2colors [사이즈 추가] Button fleece vest_2... 하프 집업 플리스 풀오버 모카 [7th] Teddy",Lavender,,,,,,,,
여성_의류/63_2773887.pdf,[Lucir zu Amour] Muffler One-piece (ivory),Lucir zu Amour,여성_의류,,37620,,,,"]S
체형 : 156cm, 47kg
사이즈 : 잘 맞아요
결혼식 2부 드레스로 샀어요 가성비 굉장히 좋은것같구요 ㅎㅎ 새하얀 색이 아니라 버터색 물감이 한방울 들어...
itl****** 2025.10.26
옵션 : [SIZE]S
체형 : 158cm, 48kg
사이즈 : 잘 맞아요
키 157에 힐 9센치 기준 저정도 길이입니다! 너무 흰색 아니고 약간 화사하게 노란끼 도는 아이보리색이라 예...
che********** 2024.10.10
옵션 : [SIZE]M
체형 : 163cm, 53kg
사이즈 : 잘 맞아요
2부 피로연 원피스용으로 구매했어요! 백화점 예복 브랜드 다 돌아봤는데 저랑너무안어울려서고민고민하다가 ...
hyu***** 2025.01.06
옵션 : [SIZE]M
체형 : 169cm, 53kg
사이즈 : 잘 맞아요
생각보다 더 노란끼도는 아이보리에요 좀 더 흰컬러를 원했어 아쉽지만 소재가 너무 좋고 디자인이이뻐서 그냥...
lee******* 2025.02.27
옵션 : [SIZE]M
체형 : 166cm, 55kg
사이즈 : 잘 맞아요
완벽...!! 키16",ivory,,,,,,,,
여성_의류/64_3560020.pdf,YY_French elegant waist dress,,여성_의류,,179000,,,,"추가]Sh... [with 연
30%110,600 5%217,550 5%246,050 24%1
쿠폰 조건부 무료배송 조건부 무료배송 조건부 무료배송 쿠폰
추천 상품 더보기
와이와이아이엠 와이와이아이엠 와이와이아이엠 가니송
YY_Elegant vintage pleated dress YY_V-neck cinched waist black ... YY_Ivory puff sleeve slim dress [29CM 단독]LM
5%246,050 5%188,100 5%160,550 36%139,520
쿠폰
눈여겨봐야 할 브랜드
에스트라 에스트라 에스트라 지비에이치
new 아토베리어365 로션 150ml new 아토베리어365 크림 80ml x 3개 에이시카365 흔적진정세럼 pH4.5 4... [선물포장] 핸드 워
23%25,250 32%67,320 24%29,070 15%23,800
리뷰(0)
나와 비슷한 체형 체형별
이 상품의 첫번째 리뷰를 작성해보세요.
리뷰 작성시 최대 1,500원을 드립니다.
선물하기 구매하기

상품 Q&A Q&A 쓰기
eka******* 2026.01.2",,,,,,,,,
여성_의류/65_3432107.pdf,[Lucir zu Amour] Raglan Square Neck Dress (black),Lucir zu Amour,여성_의류,,39420,"24%120,840 40%83,400 28%142,560 28%156,960",,,"]S
체형 : 160cm, 50kg
사이즈 : 잘 맞아요
후기가 별로 없어서 고민했는데 너무 예뻐요. 모델컷은 약간 밋밋한 느낌이라 라인을 못 살려줄까 고민했는데 ...
tbq***** 2025.10.03
옵션 : [SIZE]M
체형 : 161cm, 47kg
사이즈 : 커요
미듐사이즈로 구매했는데 살짝 넉넉한 느낌은 있어요! 그래도 넘 마음에 듭니더! 루시르주 원피스는 정말 다 예...
wjd******* 2025.12.22
옵션 : [SIZE]M 선물하기 구매하기
체형 : 158cm, 48kg

사이즈 : 잘 맞아요
결혼식에 입을만한 깔끔하고 예쁜 원피스가 필요해서 구매했어요 옷이 가격에 비해 더 소재도 좋고 핏도 예뻐...
상품 Q&A Q&A 쓰기
궁금한 점은 언제든지 물어보세요.
비슷한 상품 더보기
루시르주 루시르주 루시르주 레티켓스튜디오
[Lucir zu Amour] Off the shoulde... Tulip one-piece (black) [Lucir zu Amour] See-through W... [LETQSTUDIO]
24%120,840 40%83,400",BLACK,,,,,,,,
여성_의류/66_3033257.pdf,2026.02.02 ~ 02.15,SPECIAL-ORDER,여성_의류,,97000,,,,"]S
체형 : 158cm, 47kg
사이즈 : 잘 맞아요
면 100%에 탄탄하고 제 키에 너무 크지도 너무 작지도 않게 딱 맞았어요. 허리에 시보리가 탄탄해서 안으로 넣...
a59***** 2026.01.11
옵션 : [Color]Navy [Size]S
체형 : 162cm, 50kg
사이즈 : 잘 맞아요
화면과 같이 디쟌이 이쁘고 색은 화사하진않지만 고급스런 색 감입니다. 사이즈도 크게 나왔을까봐 걱정했는데...
chn***** 2025.10.27
옵션 : [Color]Navy [Size]S
체형 : 154cm, 47kg
사이즈 : 잘 맞아요
단정하면서 깔꼼한게 프레피룩으로 입으면 너무 이쁠 것 같아요>.< 지금 계절에 입고 얇은 겉옷 하나 걸쳐주면...
sy_******* 2025.09.24
옵션 : [Color]Navy [Size]S
체형 : 163cm, 56kg 선물하기 구매하기
사이즈 : 잘 맞아요

받아서 입어 보자마자 구매확정 입니다. 두께감이 조금 있어서 입었을 때 톡톡 해요. 본격적으로 찬바람 불기 시...
yes***** 2025.11.08
옵션 : [","스트라이프,카라,오",,,,,,,,
여성_의류/70_1880880.pdf,[28차] [기장선택] Wide denim (black),28차,여성_의류,,21400,Cotton 100%,,,"(short) 버전 추천 드리는 신장은 ~162cm
(Original)버전 추천 드리는 신장은 163cm~ 입니다. 개인차가 있는 점 참고 부탁드리며,
더 자세한 건 상세 사이즈 총장/인심 사이즈를 참고하여 구매 부탁드립니다.
(original) 1 size (26-27) : 총장105 인심75 허리단면34 힙단면48 허벅지단면30 밑위31 밑단22 cm
(original) 2 size (27-28) : 총장106 인심76 허리단면36 힙단면50 허벅지단면31 밑위32 밑단23 cm
(original) 3 size (29-30) : 총장107 인심77 허리단면38 힙단면52 허벅지단면32 밑위33 밑단24 cm
(short) 1 size (26-27) : 총장100 인심71 허리단면34 힙단면48 허벅지단면30 밑위31 밑단22 cm
(short) 2 size (27-28) : 총장101 인심72 허리단면36 힙단면50 허벅지단면31 밑위32 밑단23 cm
(short) 3 size (29-30) : 총장102 인심73 허리단면38 힙단면52 허벅지단면32 밑위33 밑",black,,,,,,,,
여성_의류/71_2825493.pdf,[사이즈추가] Hairy Alpaca Blended Single Jacket - Charcoal,11차,여성_의류,,299000,,,,"]Medium
체형 : 160cm, 60kg
사이즈 : 커요
12월초에나 받을 줄 알았는데 바로 배송받아서 일단 좋았어요. 수많은 겨울자켓 중 순전히 색감 하나만 보고 구...
zbx******** 2025.11.17
옵션 : [SIZE]Medium
체형 : 165cm, 53kg 선물하기 구매하기
사이즈 : 커요

딱 원했던 그레이 울자켓이에요! 소재감이 너무 맘에 들어요ㅠㅠ 너무 고급져보입니다 오버핏 좋아해서 미듐 ...
viv****** 2025.12.19
옵션 : [SIZE]Small
체형 : 158cm, 47kg
사이즈 : 잘 맞아요
사길 잘했어요! 색상도 너무 이쁘고 제가 키가 작아서 좀 오버핏으로 떨어지긴 하는데 그핏이 멋스럽고 이뻐요...
dnw******** 2025.11.17
옵션 : [SIZE]Small
체형 : 165cm, 47kg
사이즈 : 커요
헤어리 자켓은 겨울 필수템이라 매년 구매하는거 같은데 올해는 이 자켓을 구매했어요 🧥🧣 그레이 색이라 ...
tld*** 2026.01.06
옵션 : [SIZE]Small, [SIZE]Medium
체형 :",,,,,,,,,
여성_의류/72_3575854.pdf,플래그 어펙션 페미닌 원숄더 롱슬리브 화이트,CHICKS 582,여성_의류,,45000,,,,,화이트,,,,,,,,
